property_name,propery_id,breadcrumbs,price,image_url,description,location,property_type,bathrooms,bedrooms
House for rent @ Mankavu,1760479557,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu,House for rent @ Mankavu","{'amount': '17,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/4z02fmace1yj2-IN/image,Near by main road compound wall well water,"Mankavu,Kozhikode,Kerala",Houses & Villas,4,3
3 bhk flat rent @ civil kozhikode,1760472204,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Calicut Civil Station,3 bhk flat rent @ civil kozhikode","{'amount': '20,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/vuztxa0hz3kl2-IN/image,https://apollo.olx.in:443/v1/files/tpm8inoq4hud-IN/image,https://apollo.olx.in:443/v1/files/0rexwweqki6x2-IN/image,https://apollo.olx.in:443/v1/files/r8ksuf5ddqui1-IN/image,https://apollo.olx.in:443/v1/files/kcdln8cwujl2-IN/image,https://apollo.olx.in:443/v1/files/7ua5736r8wje-IN/image,https://apollo.olx.in:443/v1/files/dubmsoqopmtl1-IN/image,https://apollo.olx.in:443/v1/files/f5k5ur39ppbk2-IN/image,https://apollo.olx.in:443/v1/files/iy6donbo57342-IN/image",Well water and Cooperation water flat near by bypass @civil station kozhikode,"Calicut Civil Station,Kozhikode,Kerala",Builder Floors,3,3
House for rent @ paroppady,1760471657,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Paroppadi,House for rent @ paroppady","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/89yj4l5x8hw6-IN/image,Simple home compound wall near by Amritha vidyyalaya and silver hills school,"Paroppadi,Kozhikode,Kerala",Houses & Villas,3,3
House for rent @ ngo quaters Calicut,1760470825,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Paroppadi,House for rent @ ngo quaters Calicut","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/xe3tx5nps5ol-IN/image,Fully furnished home By pass Frontage compound wall well water villa house for rent gated community,"Paroppadi,Kozhikode,Kerala",Houses & Villas,3,3
Rented house.,1767361549,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in East Nadakkavu,Rented house.","{'amount': '13,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/6pgkockkuheb2-IN/image,"Good location, easy access bus stop (ojin bakes ).","East Nadakkavu,Kozhikode,Kerala",Houses & Villas,2,2
4 bhk Independent house for RENT in near Kovoor,1766965319,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kovoor,4 bhk Independent house for RENT in near Kovoor","{'amount': '35,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/is7jf5nb000p-IN/image,"4 bedroom Independent house for rent in near Kovoor.

Car access. Available for Office purpose & to families only.

Rent Rs 35000 per month & deposit 4 months rent.

Serious clients can contact 9,4,4,7,DOUBLE1,4,4,7,1 for details and site visit.

SERVICE CHARGES AS APPLICABLE.","Kovoor,Kozhikode,Kerala",Houses & Villas,4,4
House for rent  .near popular yard pachakkil.,1767346903,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba,House for rent  .near popular yard pachakkil.","{'amount': '50,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/ulrovxaquh3n3-IN/image,For rent .well water,"Malaparamba,Kozhikode,Kerala",Houses & Villas,4,5
3Bhk furnished Flat for rent,1767345510,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Panniyankara,3Bhk furnished Flat for rent","{'amount': '25,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/auwoimu1e5l42-IN/image,https://apollo.olx.in:443/v1/files/i1h5fp83g8c13-IN/image,https://apollo.olx.in:443/v1/files/4skgsx4l6orx1-IN/image,https://apollo.olx.in:443/v1/files/kljpdigv6iq7-IN/image","SI Forest Creek Flat
Paniyankara kozhikode 
Near to schools colleges and Hospitals. 
Temple and Mosque nearby
Furnished
Good neighbourhood 
Covered Car Parking
25000 including maintanence
 9 2 4 9 8726.   16","Panniyankara,Kozhikode,Kerala",Apartments,3,3
2 bhk Semi Furnished Upstairs of House for RENT near West Nadakkavu,1766956998,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Nadakkavu,2 bhk Semi Furnished Upstairs of House for RENT near West Nadakkavu","{'amount': '22,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/36t3grvtpbwi1-IN/image,https://apollo.olx.in:443/v1/files/dh07vab22sgb1-IN/image,https://apollo.olx.in:443/v1/files/fubfsixl15gm-IN/image","2 bhk Semi Furnished Upstairs of House for RENT in near West Nadakkavu.
Available to families as well as executive bachelors.
Rent Rs 22000 per month & deposit 4 months rent.
Genuine clients can contact 9,DOUBLE.4,7,1,1,4,4,7,1 for details 7 site visit.
SERVICE CHARGES AS APPLICABLE.","Nadakkavu,Kozhikode,Kerala",Apartments,2,2
ഫർണിച്ചർ അപ്പാർട്ട്മെന്റ് ഒരു റൂമുള്ള വാടകയ്ക്ക് ചേവായൂർ,1767340780,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayoor,ഫർണിച്ചർ അപ്പാർട്ട്മെന്റ് ഒരു റൂമുള്ള വാടകയ്ക്ക് ചേവായൂർ","{'amount': '15,500', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/6ecxzqhqtcik2-IN/image,https://apollo.olx.in:443/v1/files/hm9g1uw628n-IN/image",200 മീറ്റർ ദൂരം മെയിൻ റോഡ്,"Chevayoor,Kozhikode,Kerala",Apartments,1,1
Room for rent,1767339003,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Palayam,Room for rent","{'amount': '10,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/aedk3w0l54dd3-IN/image,Ac room fully furnished home kitchen available,"Palayam,Kozhikode,Kerala",Houses & Villas,1,1
2 bhk furnished apartment rent near civil station,1767338451,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Calicut Civil Station,2 bhk furnished apartment rent near civil station","{'amount': '20,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/l6x8b77d5y84-IN/image,https://apollo.olx.in:443/v1/files/pb1mc1am1me52-IN/image",2 bhk furnished apartment ground floor for rent near civil station,"Calicut Civil Station,Kozhikode,Kerala",Apartments,2,2
Heart of the city,1767334670,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Arayedathupalam,Heart of the city","{'amount': '20,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/vzeqxyktia4d2-IN/image,"Centre of the town near, baby memorial hospital, bustand , ksrtc, Rpmall, gokulam mall all facilities are near by Two km… 
Three bhk room
TWO bathroom 1 attached
Kichen, balcony 1st floor of the house
Interested persons call me","Arayedathupalam,Kozhikode,Kerala",Houses & Villas,2,3
Studio fully furnished flat for rent at Thondayad bypass,1678342508,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Studio fully furnished flat for rent at Thondayad bypass","{'amount': '19,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/7dd301bafef32-IN/image,https://apollo.olx.in:443/v1/files/sw9mzv6x2ayp2-IN/image,https://apollo.olx.in:443/v1/files/5219qx9xws671-IN/image,https://apollo.olx.in:443/v1/files/cr5pw25y2kd51-IN/image,https://apollo.olx.in:443/v1/files/pb553lizdmhk3-IN/image","Studio fully furnished flat for rent at Thondayad bypass

Cyber park 2km
Ul cyber park 2km
Metro Hospital 1km","Thondayad,Kozhikode,Kerala",Apartments,1,1
1bhk fully furnished flat for rent at Calicut Palazhi,1675898980,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,1bhk fully furnished flat for rent at Calicut Palazhi","{'amount': '21,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/e3tktq3unjwg1-IN/image,https://apollo.olx.in:443/v1/files/skffavszmgr63-IN/image,https://apollo.olx.in:443/v1/files/fynjqpfryhmi2-IN/image,https://apollo.olx.in:443/v1/files/vzmsq3x1ru8d3-IN/image,https://apollo.olx.in:443/v1/files/lqbc4wtpsm121-IN/image,https://apollo.olx.in:443/v1/files/90vbxcarmfkg2-IN/image,https://apollo.olx.in:443/v1/files/rvobmfgx0urt1-IN/image,https://apollo.olx.in:443/v1/files/0w4tqfkc1o3g2-IN/image,https://apollo.olx.in:443/v1/files/qtbtnco4mq8w2-IN/image",1bhk fully furnished flat for rent at Calicut Palazhi,"Thondayad,Kozhikode,Kerala",Apartments,1,1
"3Bhk Furnished Flat For Rent at Thonadayad, Calicut (SR)",1766431379,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,3Bhk Furnished Flat For Rent at Thonadayad, Calicut (SR)","{'amount': '45,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/29ki9hj9imwt2-IN/image,"Are you looking for a Branded Flat ?

Here it is !

3Bhk Furnished Flat Available For Rent ,

1804 sq.ft Furnished Flat for Rent at Thondayad ,Calicut

Total Rent : 45,000/-

It hosts all the amenities and all the facilities are nearby the city.

*Panniker Road, 3bhk ,1600sq.ft , Semi, 25000/-

* Erahipalam ,2bhk,1200sq.ft , Furnished 27000/-

* Erahipalam , 3bhk, 1600sq.ft, semi, 23000/-

*Thondayad, 3bhk, 2000sq.ft , semi, 45000/-

* kottuli ,2bhk , 1000sq.ft,semi , 23000/-

*calicut Beach , 3bhk, 1600sq.ft,26000/-

* YMC , 1bhk, 700sq.ft semi,25000/-

* methoott Thazham 2bhk 800sq.ft semi , 16500/-

*pottammal, 3bhk , furnshed,25000/-

* East Hill, 3Bhk, Semi Furbished,23000/-

""Note : Image shown are only for business purpose , actual building / Land may differ.""

For More details, Contact:

Big Deals Realtors

4th Floor , Hilite Business Park , Palazhy - Calicut -

About Us :

Big Deals is Kerala’s No 1 real Estate Firm started in 2008 by a group of Professionals .Presently we have 8 branches in Kerala and an overseas branch at UAE , Our vast database of properties make it easier for our customers to get their dream property they deserve . Our specialized and trained relationship officers work tirelessly to find your dream property and negotiate the deal to arrive at the best possible value.

We are Executive Member of National Association of Realtors and Calicut Realtors Association – India with tie up of 43 associations across India and UAE.

We Provide the following Specialised Features :

* Hassle free Documentation

* Maintenance care –fixing of Electrical, Plumbing and Carpentry faults before handing over of the property

* Ensure Owner Dues Settlement – Association dues , Electricity , Water and Gas connection dues , land and property taxes etc","Thondayad,Kozhikode,Kerala",Apartments,3,3
2BHK  new house rent in malaparamba (aparaments),1764943539,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Malaparamba,2BHK  new house rent in malaparamba (aparaments)","{'amount': '12,600', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/zx962zupechm3-IN/image,https://apollo.olx.in:443/v1/files/xhkwrm0lenc51-IN/image,https://apollo.olx.in:443/v1/files/evtnuqa0rz693-IN/image,https://apollo.olx.in:443/v1/files/em5bvms0okj23-IN/image,https://apollo.olx.in:443/v1/files/4ttb806o8qec1-IN/image,https://apollo.olx.in:443/v1/files/myxngeq5ha211-IN/image,https://apollo.olx.in:443/v1/files/emmjuo0oxe773-IN/image,https://apollo.olx.in:443/v1/files/oq85xuk61cs91-IN/image,https://apollo.olx.in:443/v1/files/fpty3jqvndjf2-IN/image,https://apollo.olx.in:443/v1/files/vg1dige2q0502-IN/image,https://apollo.olx.in:443/v1/files/y9diysr6b9xa-IN/image,https://apollo.olx.in:443/v1/files/cohathmmf0zc1-IN/image,https://apollo.olx.in:443/v1/files/m115uu4rbapp1-IN/image,https://apollo.olx.in:443/v1/files/psj2zf43jogl3-IN/image","20metre from wayanad road , well water available, 2attached bathroom, location behind the cristain Church paropadi,from 50 metre have busstop, residential area , intrested person contact us","Malaparamba,Kozhikode,Kerala",Apartments,2,2
House for rent @ Karaparamb,1760468733,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba,House for rent @ Karaparamb","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/a728n77t7jxt1-IN/image,Compound wall well water near by main road,"Karaparamba,Kozhikode,Kerala",Houses & Villas,3,3
"INDEPENDENT HOUSE FOR RENT,NEAR HI LITE MALL,CALICUT",1654320756,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,INDEPENDENT HOUSE FOR RENT,NEAR HI LITE MALL,CALICUT","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/dqyedlsepujs2-IN/image,"BACHELORS ALLOWED THREE BEDROOM ATTACHED,HALL,KITCHEN,GOOD WELL WATER,CAR SITE

RENT:15000

ADVANCE:60000

CONT NU:6282*9107*                          79","Thondayad,Kozhikode,Kerala",Houses & Villas,2,3
UPSTAIR HOUSE FOR RENT NEAR MANKAVE CALICUT,1754876130,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Mankavu,UPSTAIR HOUSE FOR RENT NEAR MANKAVE CALICUT","{'amount': '12,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/0wpqgka0exi83-IN/image,"UPSTAIR HOUSE FOR RENT NEAR MANKAVE CALICUT
3 bed room,2bath room ,hall,kitchen,car space

RENT:12000/-
ADVANCE:36000/-","Mankavu,Kozhikode,Kerala",Houses & Villas,2,3
Paroppadi 3bhk house for rent,1765695143,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Paroppadi,Paroppadi 3bhk house for rent","{'amount': '15,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/kg1gxua7mosv-IN/image,"Paroppadi 3bhk house for rent
Rent 15000
Adwance 50000","Paroppadi,Kozhikode,Kerala",Houses & Villas,3,3
3 bhk fully furnished Apartment for Rent at karaparamba,1765901008,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Karaparamba,3 bhk fully furnished Apartment for Rent at karaparamba","{'amount': '45,000', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/7a1yy3lqc4tr2-IN/image,"3 bhk fully furnished  Apartment for Rent at karaparamba

◾3 bhk atteched
◾1080 sqft
◾balcony
◾ bed with cott
◾modular kitchen
◾Ac

Aminites

◾water backe up
◾power back up
◾24 hrs security
◾pool
◾covered car parking

Rent- 45000 including mnc

More details
Endless properties
2nd floor, kairali complex
Thondayad, calicut","Karaparamba,Kozhikode,Kerala",Apartments,3,3
1 bhk house ground floor for rent for bachelers near civil station,1767320572,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Calicut Civil Station,1 bhk house ground floor for rent for bachelers near civil station","{'amount': '6,500', 'currency': '₹'}",https://apollo.olx.in:443/v1/files/mdoko2vuhwqo-IN/image,1 bhk house ground floor for rent for bachelers near civil station,"Calicut Civil Station,Kozhikode,Kerala",Apartments,1,1
2 BHK semi furnished flat,1767316125,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Puthiyara,2 BHK semi furnished flat","{'amount': '20,500', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/m84ylpunzxfy1-IN/image,https://apollo.olx.in:443/v1/files/k8gl04re8vyl1-IN/image,https://apollo.olx.in:443/v1/files/quuao1ysykys2-IN/image","24 hrs security
Visitor’s Car park
Landscaped area
Kid’s play area
CCTV Surveillance
Intercom facility
Yoga room
Fitness centre
Visitor’s lounge
Home care office
Driver’s room
Led lighting in common area
Passenger lifts-3 nos
Wheel chair friendly ramps
Generator back up
Sewage treatment plant
Association hall
Roof top party area
Library room","Puthiyara,Kozhikode,Kerala",Apartments,2,2
3bhk fully furnished flat for rent at Cyberpark,1637173921,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,3bhk fully furnished flat for rent at Cyberpark","{'amount': '35,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/7muhob8k3qch1-IN/image,https://apollo.olx.in:443/v1/files/80c89qkgg0gm1-IN/image,https://apollo.olx.in:443/v1/files/q94n1prbztzd2-IN/image,https://apollo.olx.in:443/v1/files/owr72b41df2j3-IN/image,https://apollo.olx.in:443/v1/files/kfgeg3dav4b4-IN/image,https://apollo.olx.in:443/v1/files/9nj690etg93l-IN/image,https://apollo.olx.in:443/v1/files/bob2dhp2uqzh1-IN/image,https://apollo.olx.in:443/v1/files/n38qqsr230l51-IN/image,https://apollo.olx.in:443/v1/files/30e5f51tejzp3-IN/image",3bhk fully furnished flat for rent at Cyberpark,"Thondayad,Kozhikode,Kerala",Apartments,3,3
1bhk fully furnished flat for rent at Thondayad bypass,1637172191,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,1bhk fully furnished flat for rent at Thondayad bypass","{'amount': '21,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/pm3vrg3hhzvo2-IN/image,https://apollo.olx.in:443/v1/files/er5shjlvlmda1-IN/image,https://apollo.olx.in:443/v1/files/b100c00rci171-IN/image,https://apollo.olx.in:443/v1/files/osy11r89vju53-IN/image,https://apollo.olx.in:443/v1/files/z5a1zyghkgz21-IN/image,https://apollo.olx.in:443/v1/files/3njvw1udaavc2-IN/image,https://apollo.olx.in:443/v1/files/g77sp6pwo87m3-IN/image,https://apollo.olx.in:443/v1/files/l7osx0zh4i422-IN/image,https://apollo.olx.in:443/v1/files/71sx7x5phmv5-IN/image,https://apollo.olx.in:443/v1/files/rij51mpzlrn53-IN/image,https://apollo.olx.in:443/v1/files/msq1e2i9cxtj-IN/image,https://apollo.olx.in:443/v1/files/uagncsec34iz-IN/image,https://apollo.olx.in:443/v1/files/6gmyuh5ckhbk2-IN/image,https://apollo.olx.in:443/v1/files/ysuflq8oxoav1-IN/image,https://apollo.olx.in:443/v1/files/19yrbckxu7x22-IN/image,https://apollo.olx.in:443/v1/files/gzkrrok8hciv-IN/image,https://apollo.olx.in:443/v1/files/wfzd361xkqgd1-IN/image,https://apollo.olx.in:443/v1/files/kfbkugp80uk31-IN/image",1bhk fully furnished flat for rent at Thondayad bypass,"Thondayad,Kozhikode,Kerala",Apartments,1,1
Studio fully furnished flat for rent at Thondayad bypass,1632686399,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,Studio fully furnished flat for rent at Thondayad bypass","{'amount': '19,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/zg3sjequu3xj3-IN/image,https://apollo.olx.in:443/v1/files/c90f7hvzi3vf1-IN/image,https://apollo.olx.in:443/v1/files/03q3vv74wvvy2-IN/image,https://apollo.olx.in:443/v1/files/587nw9n77dcx2-IN/image,https://apollo.olx.in:443/v1/files/004uetq1f0yu1-IN/image,https://apollo.olx.in:443/v1/files/i13llm024b4d2-IN/image,https://apollo.olx.in:443/v1/files/v5cx3mq6cczb2-IN/image,https://apollo.olx.in:443/v1/files/i26cna0bfphq-IN/image","Studio fully furnished flat for rent at Thondayad bypass

Near Cyber park","Thondayad,Kozhikode,Kerala",Apartments,1,1
2bhk fully furnished flat for rent at Thondayad bypass,1624513380,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,2bhk fully furnished flat for rent at Thondayad bypass","{'amount': '29,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/qm90nrqdfmts2-IN/image,https://apollo.olx.in:443/v1/files/86n4jxz21eb6-IN/image,https://apollo.olx.in:443/v1/files/onm4ia8kqg4g2-IN/image,https://apollo.olx.in:443/v1/files/zbbob2mb331g2-IN/image,https://apollo.olx.in:443/v1/files/18xmep35gojq3-IN/image,https://apollo.olx.in:443/v1/files/6lgwr53oukvy1-IN/image,https://apollo.olx.in:443/v1/files/xnzlq8v0xscp1-IN/image,https://apollo.olx.in:443/v1/files/6n532jtl7k5l2-IN/image,https://apollo.olx.in:443/v1/files/2s736dpz4rgw-IN/image,https://apollo.olx.in:443/v1/files/t40qybiqydga-IN/image,https://apollo.olx.in:443/v1/files/wk0hwtbgaweu3-IN/image,https://apollo.olx.in:443/v1/files/712qu69texbc3-IN/image,https://apollo.olx.in:443/v1/files/c3p0tcl7xr561-IN/image,https://apollo.olx.in:443/v1/files/lrm8v7kx2y0h3-IN/image",Near Hilite mall,"Thondayad,Kozhikode,Kerala",Apartments,3,2
The house is 6 years old. Completely furnished.,1767308502,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Kottuli,The house is 6 years old. Completely furnished.","{'amount': '25,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/ip98lfrvraut1-IN/image,https://apollo.olx.in:443/v1/files/antqrtjp1itf3-IN/image,https://apollo.olx.in:443/v1/files/278294dj85qg-IN/image,https://apollo.olx.in:443/v1/files/0ltptfn89pob1-IN/image,https://apollo.olx.in:443/v1/files/h0sfnh8yte7b3-IN/image,https://apollo.olx.in:443/v1/files/jawjxbkxd87r-IN/image,https://apollo.olx.in:443/v1/files/7a2fnjn6v6p02-IN/image,https://apollo.olx.in:443/v1/files/3cu6j1hn3u5i-IN/image,https://apollo.olx.in:443/v1/files/k6ibe08g1ig93-IN/image,https://apollo.olx.in:443/v1/files/v1572mj8w4xg-IN/image,https://apollo.olx.in:443/v1/files/o0jwe29bum7o1-IN/image,https://apollo.olx.in:443/v1/files/04qhz203ny9l-IN/image,https://apollo.olx.in:443/v1/files/p1pysdno5ae33-IN/image,https://apollo.olx.in:443/v1/files/alk4f4j9is9k3-IN/image,https://apollo.olx.in:443/v1/files/bd5uqkbjj5a2-IN/image,https://apollo.olx.in:443/v1/files/twvnbxi763jk2-IN/image,https://apollo.olx.in:443/v1/files/842e90dr1fx1-IN/image","The house is in a great neighborhood with the Starcare Hospital in walking distance. There are stores nearby and it also comes with a balcony on the first floor and a terrace. The windows and doors have mosquito nets attached. An office room is also available. There is an AC attached to the bedroom in the ground floor. Gas connection, electricity connection and water connection is secured. There are 2 motors available for water supply. It is spacious with enough sunlight coming in. Fully furnished, it comes with 2 closets, 1 each in the master bedrooms. 

Me and my family are in another city for my job. That is the reason we are giving the house for rent. We are preferring medical college PG students/other students and hospital staff and students in coaching centers.","Kottuli,Kozhikode,Kerala",Houses & Villas,4,3
സെമി ഫർണിച്ചർ വീട് വാടകയ്ക്ക് ചേരമ്പലം,1767307202,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Chevayoor,സെമി ഫർണിച്ചർ വീട് വാടകയ്ക്ക് ചേരമ്പലം","{'amount': '12,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/bb6njypuw7ok3-IN/image,https://apollo.olx.in:443/v1/files/uoc5gp33tmv63-IN/image",200 മീറ്റർ ദൂരം ബസ്റ്റോപ്പ്,"Chevayoor,Kozhikode,Kerala",Houses & Villas,2,2
സുന്ദരി ഫ്ലാറ്റിൽ താമസിച്ചാലോ,1735333278,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,സുന്ദരി ഫ്ലാറ്റിൽ താമസിച്ചാലോ","{'amount': '28,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/6i2nl5zpf3ms3-IN/image,https://apollo.olx.in:443/v1/files/kaxwhs3lczfi1-IN/image,https://apollo.olx.in:443/v1/files/qfi2efgt8z4c3-IN/image,https://apollo.olx.in:443/v1/files/ndjqukc5p3sk3-IN/image",Get your appointment with brokees now,"Thondayad,Kozhikode,Kerala",Apartments,2,2
ചെറുത് ആണേലും അടിപൊളി ആയി താമസിക്കാം,1735331701,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,ചെറുത് ആണേലും അടിപൊളി ആയി താമസിക്കാം","{'amount': '16,500', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/atr546dsfpq03-IN/image,https://apollo.olx.in:443/v1/files/m6ucp08wqrog3-IN/image,https://apollo.olx.in:443/v1/files/kvei8jlrrlv11-IN/image,https://apollo.olx.in:443/v1/files/la73q3xwitvm2-IN/image",Get your appointment with brokees now,"Thondayad,Kozhikode,Kerala",Apartments,1,1
പ്രീമിയം ലുക്ക്‌ ഉള്ള ഫ്ലാറ്റിൽ താമസിച്ചാലോ,1735329448,"Home,Properties,For Rent: Houses & Apartments,For Rent: Houses & Apartments in Kerala,For Rent: Houses & Apartments in Kozhikode,For Rent: Houses & Apartments in Thondayad,പ്രീമിയം ലുക്ക്‌ ഉള്ള ഫ്ലാറ്റിൽ താമസിച്ചാലോ","{'amount': '28,000', 'currency': '₹'}","https://apollo.olx.in:443/v1/files/l3iwbaiulxco-IN/image,https://apollo.olx.in:443/v1/files/dz19lyknvr9i-IN/image,https://apollo.olx.in:443/v1/files/qm2mkefi9qzd3-IN/image,https://apollo.olx.in:443/v1/files/fjxm8zwgw6n02-IN/image,https://apollo.olx.in:443/v1/files/ai9kdwndp6i2-IN/image,https://apollo.olx.in:443/v1/files/j4xz5po169a-IN/image",Get your appointment with brokees now,"Thondayad,Kozhikode,Kerala",Apartments,3,3
